combined_rank,division_rank,first_name,last_name,alias,region,division,conservative_rating,mu,sigma,ordinal,matches_played,percentage_of_best
2586,902,Tommi,Vuolevi,bollis,SWE,Production,6.99,24.5,20.8,-37.92,9,11.83
2587,88,Magnus,Lundström,maglun,SWE,Classic,6.98,21.58,17.34,-30.44,11,23.62
2588,523,Gustav,Brogren,,SWE,Standard,6.98,23.62,19.77,-35.69,6,15.28
2589,903,Jesper,Jennerholm,,SWE,Production,6.98,24.35,20.65,-37.58,8,11.82
2590,313,Patrik,Lundin,pake,SWE,Open,6.98,23.7,19.87,-35.91,9,8.07
2591,904,Linnea,Persson,linnie,SWE,Production,6.98,20.15,15.65,-26.8,18,11.81
2592,555,Nicklas,Berg,,SWE,Production Optics,6.98,25.76,22.32,-41.2,4,9.51
2593,524,Per,Siverud,,SWE,Standard,6.97,23.98,20.21,-36.64,9,15.27
2594,905,Magnus,Andersson,,SWE,Production,6.97,21.65,17.45,-30.69,13,11.8
2595,314,Andreas,Mångs,drokk,SWE,Open,6.97,25.02,21.46,-39.34,5,8.06
2596,556,Lars Göran,Berglund,,SWE,Production Optics,6.96,26.32,23.0,-42.68,4,9.5
2597,906,John,Bauer,,SWE,Production,6.96,21.73,17.55,-30.93,10,11.78
2598,907,Moa,Hvass,,SWE,Production,6.96,18.88,14.17,-23.62,18,11.78
2599,525,Jenny,Hagström,,SWE,Standard,6.95,22.07,17.95,-31.8,11,15.23
2600,184,Mikael,Malm,,SWE,Pistol Caliber Carbine,6.95,26.32,23.01,-42.7,3,11.34
2601,557,Freddan,Lif,freddan,SWE,Production Optics,6.95,22.0,17.88,-31.65,10,9.48
2602,526,Daniel,Stodola,stodde,SWE,Standard,6.94,24.38,20.72,-37.77,9,15.2
2603,908,Mattias,Rundqvist,,SWE,Production,6.94,24.87,21.3,-39.04,5,11.75
2604,909,Tuomas,Koli,,SWE,Production,6.94,29.44,26.73,-50.76,7,11.75
2605,910,Weine,Samuelsson,wesa,SWE,Production,6.94,24.34,20.67,-37.69,11,11.74
2606,315,Richard,Lindström,richard,SWE,Open,6.93,24.55,20.93,-38.25,8,8.02
2607,316,Anton,Molin,gibbster,SWE,Open,6.93,22.01,17.91,-31.73,10,8.02
2608,317,Rikard,Brink,altie,SWE,Open,6.93,24.54,20.93,-38.25,6,8.01
2609,318,Daniel,Larsson,swedan,SWE,Open,6.92,23.63,19.85,-35.92,6,8.01
2610,558,rasmus,jarlson,,SWE,Production Optics,6.92,25.77,22.4,-41.43,4,9.44
2611,559,Johan,G,johang,SWE,Production Optics,6.91,28.96,26.19,-49.62,2,9.43
2612,560,Andreas,Trillelv,,SWE,Production Optics,6.9,31.51,29.24,-56.22,1,9.41
2613,911,Ingemar,Lundgren,torshammare,SWE,Production,6.9,22.23,18.22,-32.43,8,11.68
2614,185,Marie,Waara,mwaara,SWE,Pistol Caliber Carbine,6.9,23.53,19.76,-35.76,8,11.25
2615,912,Claes,Nyberg,kalops,SWE,Production,6.89,23.07,19.22,-34.58,7,11.67
2616,527,Robert,Jemdahl,redrob,SWE,Standard,6.89,24.27,20.65,-37.68,8,15.09
2617,913,Roger,Åstrand,terminalvelocity,SWE,Production,6.89,22.63,18.7,-33.48,9,11.67
2618,561,Lennart,Andersson,hindriks,SWE,Production Optics,6.89,24.22,20.59,-37.55,8,9.39
2619,914,Jimmie,Adlersson,,SWE,Production,6.89,22.86,18.98,-34.07,8,11.66
2620,528,Peter,Saltvik,peppe,SWE,Standard,6.88,25.68,22.33,-41.32,5,15.07
2621,529,Sam,Garpensund,,SWE,Standard,6.87,25.19,21.76,-40.1,9,15.05
2622,915,Johan,Westborg,thaz,SWE,Production,6.87,22.19,18.2,-32.4,12,11.63
2623,916,Fredrik,NoName,dockan,SWE,Production,6.87,24.71,21.19,-38.87,7,11.63
2624,917,Oscar,Krook,platemate,SWE,Production,6.87,24.44,20.88,-38.2,6,11.63
2625,530,Ronny,Holmberg,starfighter,SWE,Standard,6.86,23.35,19.59,-35.42,10,15.03
2626,562,Johan,Ström,strom,SWE,Production Optics,6.85,26.79,23.69,-44.27,3,9.35
2627,531,Marcus,Magnil,,SWE,Standard,6.85,25.06,21.63,-39.83,5,15.0
2628,532,Tomas,Tott,tomme,SWE,Standard,6.85,26.02,22.77,-42.31,3,15.0
2629,918,Markus,Jonsson,,SWE,Production,6.85,23.76,20.1,-36.53,7,11.6
2630,533,Kjell,Persson,,SWE,Standard,6.85,24.28,20.71,-37.85,7,15.0
2631,919,Ulf,Åström,,SWE,Production,6.85,21.31,17.18,-30.23,14,11.59
2632,563,Daniel,Castillo,danieldvc,SWE,Production Optics,6.85,24.31,20.76,-37.95,5,9.34
2633,186,Daniel,Holmgren,danneh,SWE,Pistol Caliber Carbine,6.84,28.1,25.27,-47.71,2,11.15
2634,920,Chris,Klug,,SWE,Production,6.83,25.87,22.62,-41.98,7,11.57
2635,564,Peder,Norrgård,,SWE,Production Optics,6.83,23.89,20.27,-36.92,8,9.32
2636,921,Christer,Back,40sw,SWE,Production,6.83,24.49,20.98,-38.46,6,11.56
2637,922,Jonathan,Krüger,,SWE,Production,6.83,23.6,19.93,-36.19,9,11.56
2638,534,Peter,Carlsson,liteolika,SWE,Standard,6.82,23.82,20.19,-36.76,8,14.94
2639,535,Johan,Wahlqvist,,SWE,Standard,6.82,24.74,21.29,-39.14,7,14.92
2640,923,Torbjörn,Andersson,,SWE,Production,6.81,24.98,21.59,-39.78,5,11.54
2641,187,Robert,Nordström,robertray,SWE,Pistol Caliber Carbine,6.81,25.77,22.53,-41.83,4,11.1
2642,924,Tony,Johansson,,SWE,Production,6.81,23.78,20.17,-36.74,8,11.52
2643,188,Martin,Lindqvist,,SWE,Pistol Caliber Carbine,6.8,29.89,27.43,-52.41,1,11.1
2644,319,Peder,Nilsson,,SWE,Open,6.8,25.38,22.08,-40.86,4,7.86
2645,925,Simon,Gergi,,SWE,Production,6.79,25.65,22.4,-41.55,6,11.5
2646,926,Jonas,Lindström,jonlin721,SWE,Production,6.79,25.52,22.25,-41.23,4,11.5
2647,927,Dragan,Simic,,SWE,Production,6.79,22.23,18.35,-32.83,8,11.49
2648,928,Ove,Damberg,,SWE,Production,6.79,21.63,17.64,-31.29,15,11.49
2649,536,Fredrik,Lewerth,,SWE,Standard,6.79,22.74,18.95,-34.12,8,14.86
2650,565,Nina,Meranius,filini,SWE,Production Optics,6.78,25.31,22.01,-40.73,5,9.25
2651,537,Alexandra,Vilminko,alexandra,SWE,Standard,6.78,22.52,18.7,-33.59,11,14.85
2652,538,Patrik,Pettersson,,SWE,Standard,6.77,24.26,20.77,-38.06,8,14.83
2653,539,Emil,Kantelius,eka,SWE,Standard,6.77,24.78,21.41,-39.43,5,14.82
2654,189,Thomas,Nilsson,dubbelnisse,SWE,Pistol Caliber Carbine,6.76,26.04,22.91,-42.69,4,11.03
2655,566,Lorenz,Neumann,lollo,SWE,Production Optics,6.76,24.02,20.5,-37.49,6,9.22
2656,929,Ulf,Nilsson,,SWE,Production,6.75,24.56,21.16,-38.91,5,11.43
2657,930,Alexander,Runesson,,SWE,Production,6.75,23.79,20.24,-36.93,9,11.43
2658,89,Erik,Lindström,orca,SWE,Classic,6.75,22.5,18.72,-33.66,9,22.82
2659,190,Marcus,Dahl,mackan,SWE,Pistol Caliber Carbine,6.75,27.47,24.62,-46.39,3,11.01
2660,931,Viktor,Laszlo,viktor,SWE,Production,6.74,25.57,22.36,-41.52,6,11.42
2661,932,Linus,Nilsson,,SWE,Production,6.74,22.56,18.8,-33.83,11,11.41
2662,540,Carl-Martin,Larsson,carl,SWE,Standard,6.74,31.23,29.1,-56.08,1,14.76
2663,567,Emil,Hedenborg,,SWE,Production Optics,6.74,23.82,20.29,-37.06,6,9.19
2664,933,Stefan,Hägg,,SWE,Production,6.74,25.13,21.85,-40.43,6,11.41
2665,320,Leif,Hagberg,vsop,SWE,Open,6.74,24.35,20.92,-38.43,7,7.79
2666,934,Jerry,Pettersson,laerkkan,SWE,Production,6.73,23.41,19.82,-36.04,6,11.39
2667,90,Ulf,Möller,,SWE,Classic,6.71,23.66,20.14,-36.75,8,22.7
2668,541,Anders,Arbinger,,SWE,Standard,6.71,24.79,21.48,-39.66,6,14.7
2669,935,Tobias,Andersson,tobias,SWE,Production,6.71,19.15,14.78,-25.18,17,11.36
2670,936,Pär,Iwers,iwers,SWE,Production,6.71,25.83,22.71,-42.31,4,11.36
2671,321,Daniel,Stodola,stodde,SWE,Open,6.71,19.4,15.08,-25.84,16,7.76
2672,568,Magnus,Lindblå,blueman,SWE,Production Optics,6.71,25.5,22.32,-41.47,4,9.15
2673,191,ulf,moen,moen,SWE,Pistol Caliber Carbine,6.7,25.07,21.82,-40.39,5,10.94
2674,937,Thomas,Bengtsson,thomasb,SWE,Production,6.7,24.43,21.07,-38.77,7,11.34
2675,938,Elwyn,Revelj,elya1199,SWE,Production,6.69,20.62,16.55,-29.03,13,11.33
2676,569,Odd,Orshammar,,SWE,Production Optics,6.69,22.45,18.72,-33.72,9,9.12
2677,542,Jonas,Kedland,elevenmike,SWE,Standard,6.69,23.99,20.56,-37.69,10,14.65
2678,543,Simon,T,,SWE,Standard,6.69,21.35,17.42,-30.91,13,14.64
2679,939,Peter,Af Geijerstam,,SWE,Production,6.69,22.94,19.31,-35.0,8,11.32
2680,570,Patrik,Strömberg,paddy,SWE,Production Optics,6.68,22.82,19.17,-34.7,8,9.11
2681,544,Daniel,Thunell,mrspeed,SWE,Standard,6.68,26.42,23.46,-43.94,8,14.63
2682,571,Toni,Leitold,,SWE,Production Optics,6.68,23.54,20.04,-36.57,6,9.11
2683,545,Heinz,Johansson,,SWE,Standard,6.68,24.01,20.59,-37.77,11,14.62
2684,322,Urban,Moorman-h,ubeksd,SWE,Open,6.68,26.83,23.94,-45.0,3,7.72
2685,940,Niklas,Halvordsson,,SWE,Production,6.68,23.66,20.18,-36.88,7,11.3
2686,323,Leif,Ankarsköld,greven,SWE,Open,6.67,26.38,23.41,-43.86,3,7.72
2687,941,Fredrik,Brodin,,SWE,Production,6.67,23.81,20.36,-37.28,7,11.29
2688,572,Franz,Levin,,SWE,Production Optics,6.67,23.11,19.53,-35.49,7,9.09
2689,546,Erik,Armerén,,SWE,Standard,6.66,25.55,22.45,-41.79,5,14.58
2690,942,Hans,Wallstedt,,SWE,Production,6.65,24.45,21.16,-39.02,10,11.25
2691,943,Daniel,Petersson,,SWE,Production,6.65,23.37,19.88,-36.26,10,11.25
2692,944,Roger,Olsson,rollson,SWE,Production,6.64,22.77,19.16,-34.72,9,11.24
2693,573,Jesper,Tsupukka,,SWE,Production Optics,6.64,28.16,25.58,-48.57,2,9.05
2694,547,Magnus,Blix,,SWE,Standard,6.63,21.84,18.08,-32.39,12,14.51
2695,945,Hanna,Grossmann,hvg,SWE,Production,6.63,24.68,21.45,-39.67,7,11.22
2696,946,Andreas,Mångs,drokk,SWE,Production,6.62,23.65,20.23,-37.03,7,11.21
2697,947,Marco,Endler,,SWE,Production,6.62,25.51,22.44,-41.81,5,11.21
2698,574,Ali,NotKnown,adelius,SWE,Production Optics,6.62,25.81,22.81,-42.61,3,9.02
2699,948,Axel,Löfgren,axel,SWE,Production,6.61,24.97,21.81,-40.46,5,11.2
2700,548,Jimmy,Ruljeff,,SWE,Standard,6.61,24.37,21.1,-38.93,7,14.48
2701,324,Orjan,Magnusson,60plus,SWE,Open,6.61,23.47,20.03,-36.63,10,7.65
2702,949,Jens,Wilhelmsson,illsley,SWE,Production,6.6,24.23,20.95,-38.61,10,11.18
2703,575,Rickard,Lind,,SWE,Production Optics,6.6,24.93,21.78,-40.41,5,9.0
2704,950,Mikael,Lahtela,,SWE,Production,6.6,23.19,19.71,-35.95,15,11.17
2705,576,Stefan,Nordh,spiderpriest,SWE,Production Optics,6.6,26.66,23.83,-44.85,4,9.0
2706,325,Anders,Dahlberg,hungry,SWE,Open,6.6,26.62,23.79,-44.75,3,7.63
2707,951,William,Wirtberg,wilzor,SWE,Production,6.59,24.51,21.29,-39.35,4,11.16
2708,952,Ella,Olsson,ella,SWE,Production,6.59,23.16,19.69,-35.9,9,11.16
2709,192,Jokke,Eriksson,jokke,SWE,Pistol Caliber Carbine,6.58,27.88,25.3,-48.02,2,10.74
2710,953,Ingrid,Schmidt,,SWE,Production,6.58,23.93,20.61,-37.9,9,11.14
2711,549,Peter,Nilsson,,SWE,Standard,6.58,22.21,18.57,-33.49,8,14.41
2712,954,Christian,Backman,,SWE,Production,6.58,23.04,19.56,-35.64,7,11.14
2713,193,Petri,Järvinen,,SWE,Pistol Caliber Carbine,6.58,23.93,20.62,-37.92,6,10.73
2714,550,Björn,Mattsson,mattssons,SWE,Standard,6.57,23.15,19.7,-35.94,6,14.39
2715,577,Oscar,Kilhed,,SWE,Production Optics,6.57,24.42,21.21,-39.21,4,8.96
2716,955,Adam,Larsson,,SWE,Production,6.57,23.86,20.54,-37.76,7,11.13
2717,551,Håkan,Friberg,frippe,SWE,Standard,6.57,23.65,20.29,-37.22,8,14.39
2718,578,Tobias,Henriksson,monthe,SWE,Production Optics,6.57,27.1,24.4,-46.09,2,8.96
2719,956,Tomi,Lazar,tomlaz01,SWE,Production,6.57,24.54,21.36,-39.53,7,11.12
2720,27,Patrik,Eklund,,SWE,Revolver,6.56,20.68,16.78,-29.64,18,34.84
2721,91,Anders,Bäckman,andersb,SWE,Classic,6.56,22.91,19.42,-35.37,14,22.18
2722,957,Fredrik,Arenstig,,SWE,Production,6.56,24.04,20.78,-38.29,7,11.1
2723,958,Marcus,Jonsberg,macke,SWE,Production,6.55,22.95,19.48,-35.51,8,11.09
2724,959,Johanna,Holmfridsson,johanna,SWE,Production,6.55,20.48,16.56,-29.19,17,11.08
2725,92,Henrik,Grip,henkgriffin,SWE,Classic,6.55,23.9,20.62,-37.95,5,22.14
2726,960,Rickard,Pehrs,,SWE,Production,6.54,24.56,21.41,-39.67,7,11.08
2727,552,Thomas,Elehag,savages,SWE,Standard,6.54,16.75,12.14,-19.66,31,14.32
2728,579,Henrik,Olsson Lilja,,SWE,Production Optics,6.53,25.37,22.38,-41.77,4,8.91
2729,961,André,Guve,,SWE,Production,6.53,25.19,22.17,-41.31,6,11.06
2730,553,Paul,Reif,pamp,SWE,Standard,6.53,23.58,20.26,-37.2,12,14.3
2731,554,Christer,Back,40sw,SWE,Standard,6.53,25.47,22.5,-42.03,6,14.3
2732,580,Per,Jonasson,perra,SWE,Production Optics,6.53,23.55,20.23,-37.13,7,8.9
2733,962,Daniel,Castillo,,SWE,Production,6.52,23.79,20.52,-37.76,8,11.04
2734,963,Daniel,Söderlund,danne,SWE,Production,6.52,24.77,21.68,-40.28,7,11.04
2735,581,Anders,Jansson,rattatosk,SWE,Production Optics,6.52,25.17,22.16,-41.3,4,8.89
2736,964,Mikael,Wallander,,SWE,Production,6.52,23.33,19.97,-36.58,9,11.04
2737,965,Andrej,Timofejeff,,SWE,Production,6.52,24.45,21.3,-39.46,8,11.04
2738,966,Roy,Gharibnavaz,7005,SWE,Production,6.52,23.81,20.55,-37.84,7,11.03
2739,582,Hasse,Bardosson,,SWE,Production Optics,6.51,24.37,21.22,-39.28,6,8.88
2740,555,Mikael,Meyer,,SWE,Standard,6.51,22.36,18.84,-34.14,8,14.25
2741,194,Martin,Johansson,,SWE,Pistol Caliber Carbine,6.5,26.93,24.27,-45.88,2,10.61
2742,967,Erik,Öhlin,,SWE,Production,6.5,23.99,20.78,-38.35,10,11.01
2743,583,Johan,Velin,,SWE,Production Optics,6.5,24.53,21.41,-39.72,5,8.87
2744,584,Johan,Brännström,,SWE,Production Optics,6.5,24.92,21.89,-40.74,5,8.87
2745,585,John,Bauer,johnrambo,SWE,Production Optics,6.49,24.78,21.73,-40.41,4,8.85
2746,326,Mikael,Östling,pergite,SWE,Open,6.49,31.92,30.21,-58.72,6,7.51
2747,556,Anton,Öhlund,,SWE,Standard,6.49,25.44,22.52,-42.11,10,14.2
2748,968,Tommy,Lénberg,,SWE,Production,6.49,23.75,20.52,-37.8,9,10.98
2749,327,Alexander,Wagman,wagner,SWE,Open,6.49,23.83,20.61,-37.99,6,7.5
2750,586,Juha,Heikkinen,39ng,SWE,Production Optics,6.47,23.85,20.64,-38.08,8,8.83
2751,195,Mikael,Nilsson,,SWE,Pistol Caliber Carbine,6.47,25.58,22.71,-42.55,4,10.55
2752,587,Daniel,Ying,,SWE,Production Optics,6.47,25.73,22.88,-42.92,3,8.82
2753,588,Anton,Stuge,,SWE,Production Optics,6.47,29.64,27.54,-52.97,1,8.82
2754,969,Fredrik,Pålsson,,SWE,Production,6.46,24.29,21.18,-39.25,6,10.94
2755,557,Peter,Blom,blom,SWE,Standard,6.46,25.35,22.45,-41.99,7,14.14
2756,196,Tomas,Rolin,apeiro,SWE,Pistol Caliber Carbine,6.46,24.93,21.95,-40.91,4,10.54
2757,589,Joel,Persson,,SWE,Production Optics,6.45,24.99,22.03,-41.09,4,8.8
2758,970,Thomas,A,,SWE,Production,6.45,23.41,20.16,-37.06,8,10.92
2759,590,Daniel,Andersson,mrandersson,SWE,Production Optics,6.45,22.28,18.81,-34.15,6,8.79
2760,558,Martin,Lindqvist,,SWE,Standard,6.45,23.8,20.61,-38.05,6,14.11
2761,591,Marcello,T.,marcello,SWE,Production Optics,6.44,24.77,21.77,-40.56,4,8.79
2762,28,Anders,Lindfors,,SWE,Revolver,6.44,23.91,20.75,-38.35,10,34.19
2763,559,Josef,Noori,josef43,SWE,Standard,6.44,21.86,18.31,-33.09,12,14.1
2764,971,Sebastian,Carlsson,vonbatti,SWE,Production,6.44,24.09,20.97,-38.83,11,10.9
2765,972,Leif,Dahlberg,boyen,SWE,Production,6.44,22.94,19.6,-35.87,10,10.9
2766,592,Alexander,Nordin,,SWE,Production Optics,6.44,22.79,19.44,-35.51,6,8.78
2767,973,Magnus,Juntti,mju72,SWE,Production,6.44,24.03,20.9,-38.68,9,10.9
2768,560,Patric,Arvidsson,arvid,SWE,Standard,6.43,22.91,19.58,-35.84,10,14.08
2769,974,Kalle,Piiskop,,SWE,Production,6.43,23.23,19.96,-36.66,8,10.88
2770,975,Jimmy,Görlin,,SWE,Production,6.42,24.36,21.31,-39.56,7,10.88
2771,976,Manne,Sjöberg,,SWE,Production,6.42,22.01,18.52,-33.55,10,10.87
2772,561,Nicholas,Hellström,scroogemcduck,SWE,Standard,6.42,22.88,19.56,-35.81,9,14.05
2773,93,Per-Arne,Svensson,caliber,SWE,Classic,6.42,23.32,20.09,-36.94,6,21.7
2774,977,Kenny,Karlsson,,SWE,Production,6.42,23.81,20.67,-38.2,7,10.86
2775,562,Rasmus,Luckmann,luddet,SWE,Standard,6.41,25.02,22.11,-41.3,15,14.04
2776,978,Richard,Walls,richardwsthlm,SWE,Production,6.41,24.48,21.47,-39.93,6,10.86
2777,328,Markus,Lindström,recoil,SWE,Open,6.41,30.04,28.07,-54.18,1,7.42
2778,979,Johan,Bågfeldt,,SWE,Production,6.41,23.75,20.59,-38.04,6,10.86
2779,563,Victor,Persson,,SWE,Standard,6.41,26.32,23.66,-44.65,5,14.04
2780,980,Jesper,Malmberg,jesper,SWE,Production,6.4,24.41,21.4,-39.78,5,10.84
2781,94,Kenneth,Karlsson,knet,SWE,Classic,6.4,26.56,23.96,-45.32,3,21.63
2782,981,Oscar,Holstrup,ohp,SWE,Production,6.4,24.8,21.86,-40.8,6,10.83
2783,593,Jarmo,Mustonen,iceman,SWE,Production Optics,6.4,23.82,20.7,-38.29,7,8.72
2784,564,Marjan,Angelovski,marang,SWE,Standard,6.39,23.95,20.86,-38.64,8,13.99
2785,594,Mats,Borgström,stuvaren,SWE,Production Optics,6.39,22.09,18.65,-33.86,9,8.71
2786,982,Oscar,Helgesson,,SWE,Production,6.38,24.28,21.27,-39.52,6,10.8
2787,565,Tord,Boström,tord,SWE,Standard,6.38,23.84,20.76,-38.42,6,13.96
2788,566,Jan,Skånberg,jos,SWE,Standard,6.37,24.67,21.74,-40.55,11,13.95
2789,567,Albin,Bengtsson Lauritzen,,SWE,Standard,6.37,22.88,19.62,-35.97,9,13.95
2790,568,Ahmet,Tasci,,SWE,Standard,6.37,23.81,20.73,-38.37,11,13.95
2791,595,Janne,Hauta,,SWE,Production Optics,6.36,24.43,21.46,-39.97,5,8.68
2792,983,Jonathan,Selander,,SWE,Production,6.36,25.07,22.22,-41.6,5,10.77
2793,329,Matts,Lindberg,,SWE,Open,6.36,23.65,20.55,-37.99,7,7.36
2794,984,Janne,Almkvist,jannea,SWE,Production,6.36,23.4,20.25,-37.36,8,10.76
2795,330,Matthieu,Marchand,tokamatt,SWE,Open,6.35,24.53,21.59,-40.25,5,7.35
2796,596,Filip,Davidsson,,SWE,Production Optics,6.35,24.5,21.56,-40.19,4,8.66
2797,95,Fredrik,Pettersson,dvc,SWE,Classic,6.34,25.33,22.57,-42.37,7,21.44
2798,985,Hugo,Johansson,,SWE,Production,6.34,24.03,21.02,-39.03,6,10.73
2799,569,Pia,Lepistö,pieee,SWE,Standard,6.34,25.12,22.31,-41.82,5,13.87
2800,986,Tobias,Gustavsson,,SWE,Production,6.33,24.53,21.62,-40.33,6,10.72
2801,597,Johan,Thillberg,zendit,SWE,Production Optics,6.33,21.45,17.97,-32.46,8,8.63
2802,598,Andy,Persson,,SWE,Production Optics,6.33,23.47,20.37,-37.64,6,8.63
2803,570,Robert,Johansson,rj84,SWE,Standard,6.32,25.84,23.19,-43.73,5,13.84
2804,571,Thomas,Eriksson,,SWE,Standard,6.32,23.4,20.29,-37.47,7,13.84
2805,987,Miroslav,Matkovic,,SWE,Production,6.32,24.29,21.35,-39.77,8,10.7
2806,988,Hans,Holm,,SWE,Production,6.32,24.18,21.23,-39.5,6,10.7
2807,96,Roberth,Andersson,aimbot,SWE,Classic,6.32,24.84,22.01,-41.18,8,21.37
2808,572,Jörgen,Karlsson,,SWE,Standard,6.32,22.8,19.59,-35.96,10,13.83
2809,599,Jari,Viitala,morpheus,SWE,Production Optics,6.32,24.93,22.11,-41.42,4,8.61
2810,600,Erik,Kinnunen,,SWE,Production Optics,6.32,25.4,22.68,-42.63,4,8.61
2811,601,Oscar,Helgesson,,SWE,Production Optics,6.31,25.18,22.41,-42.06,4,8.61
2812,989,Jim,Brännlund,snoddas,SWE,Production,6.31,24.67,21.81,-40.76,6,10.69
2813,990,Bengt,Hamann,hamann,SWE,Production,6.31,24.5,21.61,-40.34,5,10.68
2814,602,Per-Arne,Svensson,caliber,SWE,Production Optics,6.31,25.63,22.95,-43.24,4,8.6
2815,197,Victor,Mårtensson,timewaster,SWE,Pistol Caliber Carbine,6.3,29.2,27.2,-52.41,1,10.28
2816,603,Fredrik,Poller,poller,SWE,Production Optics,6.3,26.67,24.2,-45.93,3,8.59
2817,573,Patrik,Ekdahl,,SWE,Standard,6.3,23.22,20.11,-37.1,7,13.79
2818,991,Jerry,Lundgren,,SWE,Production,6.3,23.77,20.76,-38.51,7,10.66
2819,992,Rickard,Jonsson,ricken,SWE,Production,6.29,24.09,21.15,-39.36,5,10.65
2820,604,Martin,Östmark,,SWE,Production Optics,6.29,26.12,23.56,-44.56,3,8.58
2821,993,Johan,Åkerblom,,SWE,Production,6.29,23.7,20.69,-38.37,7,10.64
2822,605,Fredric,Strand,,SWE,Production Optics,6.29,24.57,21.72,-40.6,6,8.57
2823,994,Ava,,,SWE,Production,6.28,23.92,20.96,-38.96,7,10.64
2824,97,Mike,Pergite Eastling,pergite,SWE,Classic,6.28,27.4,25.09,-47.88,2,21.23
2825,995,Oscar,Holmvik,,SWE,Production,6.28,22.42,19.18,-35.11,8,10.63
2826,606,Patrik,Carlsson,modestyblaise,SWE,Production Optics,6.27,24.15,21.24,-39.58,5,8.55
2827,996,Marcus,Molin,,SWE,Production,6.27,24.35,21.48,-40.08,13,10.62
2828,997,Mikael,Palmgren,mrp,SWE,Production,6.27,24.12,21.21,-39.51,7,10.61
2829,331,Victor,Lloyd,lloyd,SWE,Open,6.27,25.83,23.24,-43.89,4,7.25
2830,574,Herman,Alklint,hemme,SWE,Standard,6.27,23.68,20.69,-38.4,6,13.72
2831,998,David,Levin,,SWE,Production,6.27,25.32,22.64,-42.6,5,10.61
2832,999,Thomas,Nordlund,,SWE,Production,6.27,24.29,21.42,-39.97,11,10.61
2833,1000,Nicklas,Andersson,najco,SWE,Production,6.26,17.55,13.41,-22.69,21,10.6
2834,575,Johan,Hansen,kartongen,SWE,Standard,6.26,29.05,27.08,-52.19,3,13.7
2835,198,Kai,Rämö,kai,SWE,Pistol Caliber Carbine,6.26,24.08,21.17,-39.45,6,10.2
2836,199,Long-John,Lundblom,hretard,SWE,Pistol Caliber Carbine,6.25,26.77,24.38,-46.38,2,10.19
2837,607,Viktor,Bergendahl,,SWE,Production Optics,6.25,22.82,19.69,-36.25,8,8.52
2838,608,Niclas,Persson,nip,SWE,Production Optics,6.24,24.0,21.1,-39.3,6,8.51
2839,609,Daniel,Persson,danper,SWE,Production Optics,6.24,24.27,21.43,-40.01,4,8.51
2840,1001,Christian,Bergvall,kemosabe,SWE,Production,6.24,24.66,21.88,-40.99,7,10.56
2841,610,Niklas,Faltin,faltin,SWE,Production Optics,6.24,24.44,21.63,-40.44,5,8.5
2842,332,Patrick,Johansson,,SWE,Open,6.24,24.52,21.72,-40.65,6,7.21
2843,1002,Mats,Borgström,,SWE,Production,6.24,19.94,16.29,-28.92,15,10.56
2844,29,Patrik,Larsson,boggpatrik,SWE,Revolver,6.23,22.24,19.02,-34.81,11,33.09
2845,611,Magnus,E,stekman,SWE,Production Optics,6.23,25.2,22.55,-42.44,4,8.49
2846,1003,Susanne,Stålarm,stalis,SWE,Production,6.22,22.58,19.44,-35.74,10,10.53
2847,1004,Peter,Olausson,,SWE,Production,6.22,22.64,19.51,-35.9,7,10.53
2848,1005,Izabell,Pilsten,,SWE,Production,6.22,24.51,21.74,-40.7,4,10.52
2849,1006,Johan,S,,SWE,Production,6.21,25.06,22.4,-42.14,5,10.51
2850,1007,Leif,Harding,,SWE,Production,6.2,23.87,20.99,-39.1,13,10.5
2851,1008,Christian,Forslind,celcius,SWE,Production,6.19,24.91,22.24,-41.8,6,10.49
2852,612,Marianne,Hansen,marsch,SWE,Production Optics,6.18,26.38,24.0,-45.62,3,8.43
2853,1009,Peter,Sandberg,,SWE,Production,6.18,20.66,17.2,-30.95,15,10.47
2854,1010,Sebastian,Nilsson,,SWE,Production,6.18,26.35,23.97,-45.55,8,10.46
2855,1011,Kristian,Svensson,godislamm,SWE,Production,6.18,22.47,19.36,-35.6,9,10.46
2856,1012,Patrik,Broman,,SWE,Production,6.18,24.76,22.08,-41.48,5,10.46
2857,576,Fredrik,Gullberg,gullberg,SWE,Standard,6.18,24.01,21.19,-39.56,5,13.53
2858,1013,Jonas,Bengtsson,hera1977,SWE,Production,6.17,22.94,19.92,-36.82,7,10.45
2859,1014,Anders,Alfredéen,,SWE,Production,6.17,24.18,21.39,-40.01,6,10.45
2860,577,IVAN,Lundgren,,SWE,Standard,6.17,32.5,31.28,-61.34,2,13.51
2861,578,Örjan,Hvass,bulman,SWE,Standard,6.17,23.76,20.9,-38.95,11,13.51
2862,1015,Ian,Netz,,SWE,Production,6.17,23.32,20.38,-37.83,8,10.44
2863,579,Erik,Larsson,eqlazer,SWE,Standard,6.17,28.32,26.33,-50.66,3,13.5
2864,1016,Göran,Palm,,SWE,Production,6.16,23.74,20.89,-38.92,6,10.44
2865,1017,Sebastian,Waernulf,,SWE,Production,6.16,24.66,21.98,-41.27,6,10.44
2866,613,Tom,Silverklo,silverklo,SWE,Production Optics,6.16,24.84,22.19,-41.72,5,8.41
2867,580,Mikael,Uddner,,SWE,Standard,6.16,24.7,22.02,-41.37,6,13.49
